"district","ep","cases_with_ep","support"
1,"GANG ACTIVITY - I RPT -> 459 PC  BURGLARY RESIDENCE",1,0.0113636363636364
1,"GANG ACTIVITY - I RPT -> 594(B)(2)(A) VANDALISM/ -$400",1,0.0113636363636364
1,"GANG ACTIVITY - I RPT -> GANG ACTIVITY - I RPT",1,0.0113636363636364
1,"GANG ACTIVITY - I RPT -> PERSON INFORMATION - I RPT",1,0.0113636363636364
1,"HARASSMENT - I RPT -> TOWED/STORED VEHICLE",1,0.0113636363636364
1,"HIT AND RUN /SUSPECTS- I RPT -> 23222(B)POSSESS MARIJ IN VEH",1,0.0113636363636364
1,"JUVENILE DISURBANCE - I RPT -> 10851(A)VC TAKE VEH W/O OWNER",1,0.0113636363636364
1,"LOST PROPERTY - I RPT -> 10851 VC AUTO THEFT LOCATE",1,0.0113636363636364
1,"LOST PROPERTY - I RPT -> 10851(A)VC TAKE VEH W/O OWNER",1,0.0113636363636364
1,"LOST PROPERTY - I RPT -> 242 PC  BATTERY CIVILIAN",1,0.0113636363636364
1,"LOST PROPERTY - I RPT -> NON INJ HR/MAIL OUT REPORT",1,0.0113636363636364
1,"MISCELLANEOUS I RPT (ZMISC) -> CHILD WELFARE - I RPT",1,0.0113636363636364
1,"MISCELLANEOUS I RPT (ZMISC) -> LOST PROPERTY - I RPT",1,0.0113636363636364
1,"MISSING PERSON -> 20002(A) HIT/RUN",1,0.0113636363636364
1,"MISSING PERSON -> 273.6(A) PC VIO DV COURT ORDER",1,0.0113636363636364
1,"MISSING PERSON -> 484G(B) PC ACCESS CARD FRAUD",1,0.0113636363636364
1,"MISSING PERSON -> 530.5 PC USE PERSONAL ID INFO",1,0.0113636363636364
1,"NARCOTICS SUSP/EVID/ACT- I RPT -> 215(A) PC    CARJACKING",1,0.0113636363636364
1,"NON INJ HR/MAIL OUT REPORT -> 459 PC  BURGLARY RESIDENCE",1,0.0113636363636364
1,"NON INJ HR/MAIL OUT REPORT -> 530.5 PC USE PERSONAL ID INFO",1,0.0113636363636364
1,"NON INJ HR/MAIL OUT REPORT -> FOUND PROPERTY - I RPT",1,0.0113636363636364
1,"O/S AGENCY -ASSISTANCE- I RPT -> TOWED/STORED VEH-14602.6",1,0.0113636363636364
1,"PERSON INFORMATION - I RPT -> 530 PC FALSE PERS. REC PROP",1,0.0113636363636364
1,"PETTY THEFT - I RPT -> 459 PC  BURGLARY VEHICLE",1,0.0113636363636364
1,"PETTY THEFT - I RPT -> 484 PC   PETTY THEFT/INSIDE",1,0.0113636363636364
1,"PETTY THEFT - I RPT -> 653M(A) PC OBSCENE/THREAT CALL",1,0.0113636363636364
